name,family,category,is_body,is_serif,is_italic,weight,url
Cousine 400,Cousine,monospace,1,1,0,regular,http://fonts.google.com/specimen/Cousine
Cousine 400 Italic,Cousine,monospace,1,1,1,regular,http://fonts.google.com/specimen/Cousine
Cousine 700,Cousine,monospace,1,1,1,bold,http://fonts.google.com/specimen/Cousine
Cousine 700 Italic,Cousine,monospace,1,1,1,bold,http://fonts.google.com/specimen/Cousine
Coustard 400,Coustard,serif,1,1,0,regular,http://fonts.google.com/specimen/Coustard
Coustard 900,Coustard,serif,1,1,0,black,http://fonts.google.com/specimen/Coustard
Covered By Your Grace,Covered By Your Grace,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Covered+By+Your+Grace
Crafty Girls,Crafty Girls,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Crafty+Girls
Creepster,Creepster,display,0,1,0,regular,http://fonts.google.com/specimen/Creepster
Crete Round 400,Crete Round,serif,1,1,0,regular,http://fonts.google.com/specimen/Crete+Round
Crete Round 400 Italic,Crete Round,serif,1,1,1,regular,http://fonts.google.com/specimen/Crete+Round
Crimson Pro 200,Crimson Pro,serif,1,1,0,extralight,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 300,Crimson Pro,serif,1,1,0,light,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 400,Crimson Pro,serif,1,1,0,regular,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 500,Crimson Pro,serif,1,1,0,medium,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 600,Crimson Pro,serif,1,1,0,semibold,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 700,Crimson Pro,serif,1,1,0,bold,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 800,Crimson Pro,serif,1,1,0,extrabold,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 900,Crimson Pro,serif,1,1,0,black,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 200 Italic,Crimson Pro,serif,1,1,1,extralight,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 300 Italic,Crimson Pro,serif,1,1,1,light,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 400 Italic,Crimson Pro,serif,1,1,1,regular,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 500 Italic,Crimson Pro,serif,1,1,1,medium,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 600 Italic,Crimson Pro,serif,1,1,1,semibold,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 700 Italic,Crimson Pro,serif,1,1,1,bold,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 800 Italic,Crimson Pro,serif,1,1,1,extrabold,http://fonts.google.com/specimen/Crimson+Pro
Crimson Pro 900 Italic,Crimson Pro,serif,1,1,1,black,http://fonts.google.com/specimen/Crimson+Pro
Crimson Text 400,Crimson Text,serif,1,1,0,regular,http://fonts.google.com/specimen/Crimson+Text
Crimson Text 400 Italic,Crimson Text,serif,1,1,1,regular,http://fonts.google.com/specimen/Crimson+Text
Crimson Text 600,Crimson Text,serif,1,1,1,semibold,http://fonts.google.com/specimen/Crimson+Text
Crimson Text 600 Italic,Crimson Text,serif,1,1,1,semibold,http://fonts.google.com/specimen/Crimson+Text
Crimson Text 700,Crimson Text,serif,1,1,1,bold,http://fonts.google.com/specimen/Crimson+Text
Crimson Text 700 Italic,Crimson Text,serif,1,1,1,bold,http://fonts.google.com/specimen/Crimson+Text
Croissant One,Croissant One,display,0,1,0,regular,http://fonts.google.com/specimen/Croissant+One
Crushed,Crushed,display,0,0,0,regular,http://fonts.google.com/specimen/Crushed
Cuprum 400,Cuprum,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Cuprum
Cuprum 400 Italic,Cuprum,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/Cuprum
Cuprum 700,Cuprum,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Cuprum
Cuprum 700 Italic,Cuprum,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Cuprum
Cute Font,Cute Font,display,0,0,0,regular,http://fonts.google.com/specimen/Cute+Font
Cutive,Cutive,serif,1,1,0,regular,http://fonts.google.com/specimen/Cutive
Cutive Mono,Cutive Mono,monospace,1,1,0,regular,http://fonts.google.com/specimen/Cutive+Mono
DM Sans 400,DM Sans,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/DM+Sans
DM Sans 400 Italic,DM Sans,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/DM+Sans
DM Sans 500,DM Sans,sans-serif,1,0,1,medium,http://fonts.google.com/specimen/DM+Sans
DM Sans 500 Italic,DM Sans,sans-serif,1,0,1,medium,http://fonts.google.com/specimen/DM+Sans
DM Sans 700,DM Sans,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/DM+Sans
DM Sans 700 Italic,DM Sans,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/DM+Sans
DM Serif Display 400,DM Serif Display,serif,1,1,0,regular,http://fonts.google.com/specimen/DM+Serif+Display
DM Serif Display 400 Italic,DM Serif Display,serif,1,1,1,regular,http://fonts.google.com/specimen/DM+Serif+Display
DM Serif Text 400,DM Serif Text,serif,1,1,0,regular,http://fonts.google.com/specimen/DM+Serif+Text
DM Serif Text 400 Italic,DM Serif Text,serif,1,1,1,regular,http://fonts.google.com/specimen/DM+Serif+Text
Damion,Damion,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Damion
Dancing Script 400,Dancing Script,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Dancing+Script
Dancing Script 700,Dancing Script,handwriting,1,0,0,bold,http://fonts.google.com/specimen/Dancing+Script
Darker Grotesque 300,Darker Grotesque,sans-serif,1,0,0,light,http://fonts.google.com/specimen/Darker+Grotesque
Darker Grotesque 400,Darker Grotesque,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Darker+Grotesque
Darker Grotesque 500,Darker Grotesque,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/Darker+Grotesque
Darker Grotesque 600,Darker Grotesque,sans-serif,1,0,0,semibold,http://fonts.google.com/specimen/Darker+Grotesque
Darker Grotesque 700,Darker Grotesque,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/Darker+Grotesque
Darker Grotesque 800,Darker Grotesque,sans-serif,1,0,0,extrabold,http://fonts.google.com/specimen/Darker+Grotesque
Darker Grotesque 900,Darker Grotesque,sans-serif,1,0,0,black,http://fonts.google.com/specimen/Darker+Grotesque
David Libre 400,David Libre,serif,1,1,0,regular,http://fonts.google.com/specimen/David+Libre
David Libre 500,David Libre,serif,1,1,0,medium,http://fonts.google.com/specimen/David+Libre
David Libre 700,David Libre,serif,1,1,0,bold,http://fonts.google.com/specimen/David+Libre
Dawning of a New Day,Dawning of a New Day,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Dawning+of+a+New+Day
Days One,Days One,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Days+One
Dekko,Dekko,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Dekko
Delius,Delius,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Delius
Delius Swash Caps,Delius Swash Caps,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Delius+Swash+Caps
Delius Unicase 400,Delius Unicase,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Delius+Unicase
Delius Unicase 700,Delius Unicase,handwriting,1,0,0,bold,http://fonts.google.com/specimen/Delius+Unicase
Della Respira,Della Respira,serif,1,1,0,regular,http://fonts.google.com/specimen/Della+Respira
Denk One,Denk One,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Denk+One
Devonshire,Devonshire,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Devonshire
Dhurjati,Dhurjati,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Dhurjati
Didact Gothic,Didact Gothic,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Didact+Gothic
Diplomata,Diplomata,display,0,1,0,regular,http://fonts.google.com/specimen/Diplomata
Diplomata SC,Diplomata SC,display,0,1,0,regular,http://fonts.google.com/specimen/Diplomata+SC
Do Hyeon,Do Hyeon,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Do+Hyeon
Dokdo,Dokdo,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Dokdo
Domine 400,Domine,serif,1,1,0,regular,http://fonts.google.com/specimen/Domine
Domine 700,Domine,serif,1,1,0,bold,http://fonts.google.com/specimen/Domine
Donegal One,Donegal One,serif,1,1,0,regular,http://fonts.google.com/specimen/Donegal+One
Doppio One,Doppio One,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Doppio+One
Dorsa,Dorsa,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Dorsa
Dosis 200,Dosis,sans-serif,1,0,0,extralight,http://fonts.google.com/specimen/Dosis
Dosis 300,Dosis,sans-serif,1,0,0,light,http://fonts.google.com/specimen/Dosis
Dosis 400,Dosis,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Dosis
Dosis 500,Dosis,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/Dosis
Dosis 600,Dosis,sans-serif,1,0,0,semibold,http://fonts.google.com/specimen/Dosis
Dosis 700,Dosis,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/Dosis
Dosis 800,Dosis,sans-serif,1,0,0,extrabold,http://fonts.google.com/specimen/Dosis
Dr Sugiyama,Dr Sugiyama,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Dr+Sugiyama
Duru Sans,Duru Sans,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Duru+Sans
Dynalight,Dynalight,display,0,1,0,regular,http://fonts.google.com/specimen/Dynalight
EB Garamond 400,EB Garamond,serif,1,1,0,regular,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 400 Italic,EB Garamond,serif,1,1,1,regular,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 500,EB Garamond,serif,1,1,1,medium,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 500 Italic,EB Garamond,serif,1,1,1,medium,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 600,EB Garamond,serif,1,1,1,semibold,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 600 Italic,EB Garamond,serif,1,1,1,semibold,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 700,EB Garamond,serif,1,1,1,bold,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 700 Italic,EB Garamond,serif,1,1,1,bold,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 800,EB Garamond,serif,1,1,1,extrabold,http://fonts.google.com/specimen/EB+Garamond
EB Garamond 800 Italic,EB Garamond,serif,1,1,1,extrabold,http://fonts.google.com/specimen/EB+Garamond
Eagle Lake,Eagle Lake,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Eagle+Lake
East Sea Dokdo,East Sea Dokdo,handwriting,1,0,0,regular,http://fonts.google.com/specimen/East+Sea+Dokdo
Eater,Eater,display,0,1,0,regular,http://fonts.google.com/specimen/Eater
Economica 400,Economica,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Economica
Economica 400 Italic,Economica,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/Economica
Economica 700,Economica,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Economica
Economica 700 Italic,Economica,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Economica
Eczar 400,Eczar,serif,1,1,0,regular,http://fonts.google.com/specimen/Eczar
Eczar 500,Eczar,serif,1,1,0,medium,http://fonts.google.com/specimen/Eczar
Eczar 600,Eczar,serif,1,1,0,semibold,http://fonts.google.com/specimen/Eczar
Eczar 700,Eczar,serif,1,1,0,bold,http://fonts.google.com/specimen/Eczar
Eczar 800,Eczar,serif,1,1,0,extrabold,http://fonts.google.com/specimen/Eczar
El Messiri 400,El Messiri,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/El+Messiri
El Messiri 500,El Messiri,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/El+Messiri
El Messiri 600,El Messiri,sans-serif,1,0,0,semibold,http://fonts.google.com/specimen/El+Messiri
El Messiri 700,El Messiri,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/El+Messiri
Electrolize,Electrolize,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Electrolize
Elsie 400,Elsie,display,0,1,0,regular,http://fonts.google.com/specimen/Elsie
Elsie 900,Elsie,display,0,1,0,black,http://fonts.google.com/specimen/Elsie
Elsie Swash Caps 400,Elsie Swash Caps,display,0,1,0,regular,http://fonts.google.com/specimen/Elsie+Swash+Caps
Elsie Swash Caps 900,Elsie Swash Caps,display,0,1,0,black,http://fonts.google.com/specimen/Elsie+Swash+Caps
Emblema One,Emblema One,display,0,1,0,regular,http://fonts.google.com/specimen/Emblema+One
Emilys Candy,Emilys Candy,display,0,1,0,regular,http://fonts.google.com/specimen/Emilys+Candy
Encode Sans 100,Encode Sans,sans-serif,1,0,0,thin,http://fonts.google.com/specimen/Encode+Sans
Encode Sans 200,Encode Sans,sans-serif,1,0,0,extralight,http://fonts.google.com/specimen/Encode+Sans
Encode Sans 300,Encode Sans,sans-serif,1,0,0,light,http://fonts.google.com/specimen/Encode+Sans
Encode Sans 400,Encode Sans,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Encode+Sans
Encode Sans 500,Encode Sans,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/Encode+Sans
Encode Sans 600,Encode Sans,sans-serif,1,0,0,semibold,http://fonts.google.com/specimen/Encode+Sans
Encode Sans 700,Encode Sans,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/Encode+Sans
Encode Sans 800,Encode Sans,sans-serif,1,0,0,extrabold,http://fonts.google.com/specimen/Encode+Sans
Encode Sans 900,Encode Sans,sans-serif,1,0,0,black,http://fonts.google.com/specimen/Encode+Sans
Encode Sans Condensed 100,Encode Sans Condensed,sans-serif,1,0,0,thin,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Condensed 200,Encode Sans Condensed,sans-serif,1,0,0,extralight,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Condensed 300,Encode Sans Condensed,sans-serif,1,0,0,light,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Condensed 400,Encode Sans Condensed,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Condensed 500,Encode Sans Condensed,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Condensed 600,Encode Sans Condensed,sans-serif,1,0,0,semibold,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Condensed 700,Encode Sans Condensed,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Condensed 800,Encode Sans Condensed,sans-serif,1,0,0,extrabold,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Condensed 900,Encode Sans Condensed,sans-serif,1,0,0,black,http://fonts.google.com/specimen/Encode+Sans+Condensed
Encode Sans Expanded 100,Encode Sans Expanded,sans-serif,1,0,0,thin,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Expanded 200,Encode Sans Expanded,sans-serif,1,0,0,extralight,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Expanded 300,Encode Sans Expanded,sans-serif,1,0,0,light,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Expanded 400,Encode Sans Expanded,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Expanded 500,Encode Sans Expanded,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Expanded 600,Encode Sans Expanded,sans-serif,1,0,0,semibold,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Expanded 700,Encode Sans Expanded,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Expanded 800,Encode Sans Expanded,sans-serif,1,0,0,extrabold,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Expanded 900,Encode Sans Expanded,sans-serif,1,0,0,black,http://fonts.google.com/specimen/Encode+Sans+Expanded
Encode Sans Semi Condensed 100,Encode Sans Semi Condensed,sans-serif,1,0,0,thin,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Condensed 200,Encode Sans Semi Condensed,sans-serif,1,0,0,extralight,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Condensed 300,Encode Sans Semi Condensed,sans-serif,1,0,0,light,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Condensed 400,Encode Sans Semi Condensed,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Condensed 500,Encode Sans Semi Condensed,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Condensed 600,Encode Sans Semi Condensed,sans-serif,1,0,0,semibold,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Condensed 700,Encode Sans Semi Condensed,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Condensed 800,Encode Sans Semi Condensed,sans-serif,1,0,0,extrabold,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Condensed 900,Encode Sans Semi Condensed,sans-serif,1,0,0,black,http://fonts.google.com/specimen/Encode+Sans+Semi+Condensed
Encode Sans Semi Expanded 100,Encode Sans Semi Expanded,sans-serif,1,0,0,thin,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Encode Sans Semi Expanded 200,Encode Sans Semi Expanded,sans-serif,1,0,0,extralight,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Encode Sans Semi Expanded 300,Encode Sans Semi Expanded,sans-serif,1,0,0,light,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Encode Sans Semi Expanded 400,Encode Sans Semi Expanded,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Encode Sans Semi Expanded 500,Encode Sans Semi Expanded,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Encode Sans Semi Expanded 600,Encode Sans Semi Expanded,sans-serif,1,0,0,semibold,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Encode Sans Semi Expanded 700,Encode Sans Semi Expanded,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Encode Sans Semi Expanded 800,Encode Sans Semi Expanded,sans-serif,1,0,0,extrabold,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Encode Sans Semi Expanded 900,Encode Sans Semi Expanded,sans-serif,1,0,0,black,http://fonts.google.com/specimen/Encode+Sans+Semi+Expanded
Engagement,Engagement,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Engagement
Englebert,Englebert,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Englebert
Enriqueta 400,Enriqueta,serif,1,1,0,regular,http://fonts.google.com/specimen/Enriqueta
Enriqueta 500,Enriqueta,serif,1,1,0,medium,http://fonts.google.com/specimen/Enriqueta
Enriqueta 600,Enriqueta,serif,1,1,0,semibold,http://fonts.google.com/specimen/Enriqueta
Enriqueta 700,Enriqueta,serif,1,1,0,bold,http://fonts.google.com/specimen/Enriqueta
Erica One,Erica One,display,0,0,0,regular,http://fonts.google.com/specimen/Erica+One
Esteban,Esteban,serif,1,1,0,regular,http://fonts.google.com/specimen/Esteban
Euphoria Script,Euphoria Script,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Euphoria+Script
Ewert,Ewert,display,0,1,0,regular,http://fonts.google.com/specimen/Ewert
Exo 100,Exo,sans-serif,1,0,0,thin,http://fonts.google.com/specimen/Exo
Exo 100 Italic,Exo,sans-serif,1,0,1,thin,http://fonts.google.com/specimen/Exo
Exo 200,Exo,sans-serif,1,0,1,extralight,http://fonts.google.com/specimen/Exo
Exo 200 Italic,Exo,sans-serif,1,0,1,extralight,http://fonts.google.com/specimen/Exo
Exo 300,Exo,sans-serif,1,0,1,light,http://fonts.google.com/specimen/Exo
Exo 300 Italic,Exo,sans-serif,1,0,1,light,http://fonts.google.com/specimen/Exo
Exo 400,Exo,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/Exo
Exo 400 Italic,Exo,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/Exo
Exo 500,Exo,sans-serif,1,0,1,medium,http://fonts.google.com/specimen/Exo
Exo 500 Italic,Exo,sans-serif,1,0,1,medium,http://fonts.google.com/specimen/Exo
Exo 600,Exo,sans-serif,1,0,1,semibold,http://fonts.google.com/specimen/Exo
Exo 600 Italic,Exo,sans-serif,1,0,1,semibold,http://fonts.google.com/specimen/Exo
Exo 700,Exo,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Exo
Exo 700 Italic,Exo,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Exo
Exo 800,Exo,sans-serif,1,0,1,extrabold,http://fonts.google.com/specimen/Exo
Exo 800 Italic,Exo,sans-serif,1,0,1,extrabold,http://fonts.google.com/specimen/Exo
Exo 900,Exo,sans-serif,1,0,1,black,http://fonts.google.com/specimen/Exo
Exo 900 Italic,Exo,sans-serif,1,0,1,black,http://fonts.google.com/specimen/Exo
Exo 2 100,Exo 2,sans-serif,1,0,0,thin,http://fonts.google.com/specimen/Exo+2
Exo 2 100 Italic,Exo 2,sans-serif,1,0,1,thin,http://fonts.google.com/specimen/Exo+2
Exo 2 200,Exo 2,sans-serif,1,0,1,extralight,http://fonts.google.com/specimen/Exo+2
Exo 2 200 Italic,Exo 2,sans-serif,1,0,1,extralight,http://fonts.google.com/specimen/Exo+2
Exo 2 300,Exo 2,sans-serif,1,0,1,light,http://fonts.google.com/specimen/Exo+2
Exo 2 300 Italic,Exo 2,sans-serif,1,0,1,light,http://fonts.google.com/specimen/Exo+2
Exo 2 400,Exo 2,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/Exo+2
Exo 2 400 Italic,Exo 2,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/Exo+2
Exo 2 500,Exo 2,sans-serif,1,0,1,medium,http://fonts.google.com/specimen/Exo+2
Exo 2 500 Italic,Exo 2,sans-serif,1,0,1,medium,http://fonts.google.com/specimen/Exo+2
Exo 2 600,Exo 2,sans-serif,1,0,1,semibold,http://fonts.google.com/specimen/Exo+2
Exo 2 600 Italic,Exo 2,sans-serif,1,0,1,semibold,http://fonts.google.com/specimen/Exo+2
Exo 2 700,Exo 2,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Exo+2
Exo 2 700 Italic,Exo 2,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Exo+2
Exo 2 800,Exo 2,sans-serif,1,0,1,extrabold,http://fonts.google.com/specimen/Exo+2
Exo 2 800 Italic,Exo 2,sans-serif,1,0,1,extrabold,http://fonts.google.com/specimen/Exo+2
Exo 2 900,Exo 2,sans-serif,1,0,1,black,http://fonts.google.com/specimen/Exo+2
Exo 2 900 Italic,Exo 2,sans-serif,1,0,1,black,http://fonts.google.com/specimen/Exo+2
Expletus Sans 400,Expletus Sans,display,0,0,0,regular,http://fonts.google.com/specimen/Expletus+Sans
Expletus Sans 400 Italic,Expletus Sans,display,0,0,1,regular,http://fonts.google.com/specimen/Expletus+Sans
Expletus Sans 500,Expletus Sans,display,0,0,1,medium,http://fonts.google.com/specimen/Expletus+Sans
Expletus Sans 500 Italic,Expletus Sans,display,0,0,1,medium,http://fonts.google.com/specimen/Expletus+Sans
Expletus Sans 600,Expletus Sans,display,0,0,1,semibold,http://fonts.google.com/specimen/Expletus+Sans
Expletus Sans 600 Italic,Expletus Sans,display,0,0,1,semibold,http://fonts.google.com/specimen/Expletus+Sans
Expletus Sans 700,Expletus Sans,display,0,0,1,bold,http://fonts.google.com/specimen/Expletus+Sans
Expletus Sans 700 Italic,Expletus Sans,display,0,0,1,bold,http://fonts.google.com/specimen/Expletus+Sans
Fahkwang 200,Fahkwang,sans-serif,1,0,0,extralight,http://fonts.google.com/specimen/Fahkwang
Fahkwang 200 Italic,Fahkwang,sans-serif,1,0,1,extralight,http://fonts.google.com/specimen/Fahkwang
Fahkwang 300,Fahkwang,sans-serif,1,0,1,light,http://fonts.google.com/specimen/Fahkwang
Fahkwang 300 Italic,Fahkwang,sans-serif,1,0,1,light,http://fonts.google.com/specimen/Fahkwang
Fahkwang 400,Fahkwang,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/Fahkwang
Fahkwang 400 Italic,Fahkwang,sans-serif,1,0,1,regular,http://fonts.google.com/specimen/Fahkwang
Fahkwang 500,Fahkwang,sans-serif,1,0,1,medium,http://fonts.google.com/specimen/Fahkwang
Fahkwang 500 Italic,Fahkwang,sans-serif,1,0,1,medium,http://fonts.google.com/specimen/Fahkwang
Fahkwang 600,Fahkwang,sans-serif,1,0,1,semibold,http://fonts.google.com/specimen/Fahkwang
Fahkwang 600 Italic,Fahkwang,sans-serif,1,0,1,semibold,http://fonts.google.com/specimen/Fahkwang
Fahkwang 700,Fahkwang,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Fahkwang
Fahkwang 700 Italic,Fahkwang,sans-serif,1,0,1,bold,http://fonts.google.com/specimen/Fahkwang
Fanwood Text 400,Fanwood Text,serif,1,1,0,regular,http://fonts.google.com/specimen/Fanwood+Text
Fanwood Text 400 Italic,Fanwood Text,serif,1,1,1,regular,http://fonts.google.com/specimen/Fanwood+Text
Farro 300,Farro,sans-serif,1,0,0,light,http://fonts.google.com/specimen/Farro
Farro 400,Farro,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Farro
Farro 500,Farro,sans-serif,1,0,0,medium,http://fonts.google.com/specimen/Farro
Farro 700,Farro,sans-serif,1,0,0,bold,http://fonts.google.com/specimen/Farro
Farsan,Farsan,display,0,0,0,regular,http://fonts.google.com/specimen/Farsan
Fascinate,Fascinate,display,0,1,0,regular,http://fonts.google.com/specimen/Fascinate
Fascinate Inline,Fascinate Inline,display,0,1,0,regular,http://fonts.google.com/specimen/Fascinate+Inline
Faster One,Faster One,display,0,0,0,regular,http://fonts.google.com/specimen/Faster+One
Fauna One,Fauna One,serif,1,1,0,regular,http://fonts.google.com/specimen/Fauna+One
Faustina 400,Faustina,serif,1,1,0,regular,http://fonts.google.com/specimen/Faustina
Faustina 400 Italic,Faustina,serif,1,1,1,regular,http://fonts.google.com/specimen/Faustina
Faustina 500,Faustina,serif,1,1,1,medium,http://fonts.google.com/specimen/Faustina
Faustina 500 Italic,Faustina,serif,1,1,1,medium,http://fonts.google.com/specimen/Faustina
Faustina 600,Faustina,serif,1,1,1,semibold,http://fonts.google.com/specimen/Faustina
Faustina 600 Italic,Faustina,serif,1,1,1,semibold,http://fonts.google.com/specimen/Faustina
Faustina 700,Faustina,serif,1,1,1,bold,http://fonts.google.com/specimen/Faustina
Faustina 700 Italic,Faustina,serif,1,1,1,bold,http://fonts.google.com/specimen/Faustina
Federant,Federant,display,0,1,0,regular,http://fonts.google.com/specimen/Federant
Federo,Federo,sans-serif,1,0,0,regular,http://fonts.google.com/specimen/Federo
Felipa,Felipa,handwriting,1,0,0,regular,http://fonts.google.com/specimen/Felipa
Fenix,Fenix,serif,1,1,0,regular,http://fonts.google.com/specimen/Fenix
Finger Paint,Finger Paint,display,0,0,0,regular,http://fonts.google.com/specimen/Finger+Paint
Fira Code 300,Fira Code,monospace,1,1,0,light,http://fonts.google.com/specimen/Fira+Code
Fira Code 400,Fira Code,monospace,1,1,0,regular,http://fonts.google.com/specimen/Fira+Code
